IfcGUID,レベル,部屋: 名前,ファミリ,マーク,照度,仕様 メーカー,仕様 商品名・銘柄・型番,仕様 規格・寸法,価格,交換日
3gsylVPln7f9fGGN09Faus,,給湯室,E 一般照明 LED ダウンライト,2070,47 lx,,,,,
3gsylVPln7f9fGGN09Faut,,WC女,E 一般照明 LED ダウンライト,2071,47 lx,,,,,
3gsylVPln7f9fGGN09Fauq,,給湯室,E 一般照明 LED ダウンライト,2072,47 lx,,,,,
3gsylVPln7f9fGGN09Faur,,WC男,E 一般照明 LED ダウンライト,2073,47 lx,,,,,
3gsylVPln7f9fGGN09Fauo,,WC男,E 一般照明 LED ダウンライト,2074,47 lx,,,,,
3gsylVPln7f9fGGN09Faup,,WC男,E 一般照明 LED ダウンライト,2075,47 lx,,,,,
3gsylVPln7f9fGGN09Faum,,WC男,E 一般照明 LED ダウンライト,2076,47 lx,,,,,
3gsylVPln7f9fGGN09Faun,,WC男,E 一般照明 LED ダウンライト,2077,47 lx,,,,,
3gsylVPln7f9fGGN09Fauk,,WC女,E 一般照明 LED ダウンライト,2078,47 lx,,,,,
3gsylVPln7f9fGGN09Faul,,WC女,E 一般照明 LED ダウンライト,2079,47 lx,,,,,
3gsylVPln7f9fGGN09Faui,,WC女,E 一般照明 LED ダウンライト,2080,47 lx,,,,,
3gsylVPln7f9fGGN09Fauj,,給湯室,E 一般照明 LED ダウンライト,2081,47 lx,,,,,
3gsylVPln7f9fGGN09Faug,6FL,階段室,E 非常照明 LED 蛍光灯 壁付,2082,,,,,,
3gsylVPln7f9fGGN09FauZ,6FL,階段室,E 非常照明 LED 蛍光灯 壁付,2088,,,,,,
3gsylVPln7f9fGGN09FauX,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2089,497 lx,,,,,
3gsylVPln7f9fGGN09FauU,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2090,497 lx,,,,,
3gsylVPln7f9fGGN09FauV,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2091,497 lx,,,,,
3gsylVPln7f9fGGN09FauS,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2092,497 lx,,,,,
3gsylVPln7f9fGGN09FauQ,,廊下,E 非常照明 白熱灯,2093,47 lx,,,,,
3gsylVPln7f9fGGN09FauR,,廊下,E 非常照明 白熱灯,2094,47 lx,,,,,
3gsylVPln7f9fGGN09FauO,,廊下,E 非常照明 白熱灯,2095,47 lx,,,,,
3gsylVPln7f9fGGN09FauP,,ELVホール,E 非常照明 白熱灯,2096,47 lx,,,,,
3gsylVPln7f9fGGN09FauM,6FL,廊下,E 非常照明 避難口誘導灯,2097,,,,,,
3gsylVPln7f9fGGN09FauN,6FL,廊下,E 非常照明 避難口誘導灯,2098,,,,,,
3gsylVPln7f9fGGN09FauK,6FL,事務室,E 非常照明 避難口誘導灯,2099,,,,,,
3gsylVPln7f9fGGN09FauL,6FL,事務室,E 非常照明 避難口誘導灯,2100,,,,,,
3gsylVPln7f9fGGN09FauI,6FL,事務室,E 非常照明 避難口誘導灯,2101,,,,,,
3gsylVPln7f9fGGN09FauJ,6FL,事務室,E 非常照明 避難口誘導灯,2102,,,,,,
3gsylVPln7f9fGGN09FauH,,廊下,E 一般照明 LED ダウンライト,2103,47 lx,,,,,
3gsylVPln7f9fGGN09FauE,,廊下,E 一般照明 LED ダウンライト,2104,47 lx,,,,,
3gsylVPln7f9fGGN09FauF,,廊下,E 一般照明 LED ダウンライト,2105,47 lx,,,,,
3gsylVPln7f9fGGN09FauC,,廊下,E 一般照明 LED ダウンライト,2106,47 lx,,,,,
3gsylVPln7f9fGGN09FauD,,廊下,E 一般照明 LED ダウンライト,2107,47 lx,,,,,
3gsylVPln7f9fGGN09FauA,,廊下,E 一般照明 LED ダウンライト,2108,47 lx,,,,,
3gsylVPln7f9fGGN09FauB,,廊下,E 一般照明 LED ダウンライト,2109,47 lx,,,,,
3gsylVPln7f9fGGN09Fau8,,廊下,E 一般照明 LED ダウンライト,2110,47 lx,,,,,
3gsylVPln7f9fGGN09Fau9,,廊下,E 一般照明 LED ダウンライト,2111,47 lx,,,,,
3gsylVPln7f9fGGN09Fau6,,廊下,E 一般照明 LED ダウンライト,2112,47 lx,,,,,
3gsylVPln7f9fGGN09Fau7,,廊下,E 一般照明 LED ダウンライト,2113,47 lx,,,,,
3gsylVPln7f9fGGN09Fau4,,廊下,E 一般照明 LED ダウンライト,2114,47 lx,,,,,
3gsylVPln7f9fGGN09Fau5,,廊下,E 一般照明 LED ダウンライト,2115,47 lx,,,,,
3gsylVPln7f9fGGN09Fau2,,廊下,E 一般照明 LED ダウンライト,2116,47 lx,,,,,
3gsylVPln7f9fGGN09Fau3,,廊下,E 一般照明 LED ダウンライト,2117,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$$,,WC男,E 一般照明 LED ユニバーサルダウンライト,2119,497 lx,,,,,
3gsylVPln7f9fGGN09Fa$y,,WC男,E 一般照明 LED ユニバーサルダウンライト,2120,497 lx,,,,,
3gsylVPln7f9fGGN09Fa$z,,WC女,E 一般照明 LED ユニバーサルダウンライト,2121,497 lx,,,,,
3gsylVPln7f9fGGN09Fa$w,,WC女,E 一般照明 LED ユニバーサルダウンライト,2122,497 lx,,,,,
3gsylVPln7f9fGGN09Fa$u,,給湯室,E 一般照明 LEDキッチン棚下灯,2123,12 lx,,,,,
3gsylVPln7f9fGGN09Fa$q,,ELVホール,E 一般照明 LED ダウンライト,2124,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$r,,ELVホール,E 一般照明 LED ダウンライト,2125,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$o,,ELVホール,E 一般照明 LED ダウンライト,2126,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$p,,ELVホール,E 一般照明 LED ダウンライト,2127,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$m,,ELVホール,E 一般照明 LED ダウンライト,2128,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$n,,ELVホール,E 一般照明 LED ダウンライト,2129,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$k,,WC女,E 一般照明 LED ダウンライト,2130,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$i,,WC女,E 一般照明 LED ダウンライト,2131,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$j,,WC女,E 一般照明 LED ダウンライト,2132,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$g,,給湯室,E 一般照明 LED ダウンライト,2133,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$h,,WC女,E 一般照明 LED ダウンライト,2134,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$e,,給湯室,E 一般照明 LED ダウンライト,2135,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$f,,WC男,E 一般照明 LED ダウンライト,2136,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$c,,WC男,E 一般照明 LED ダウンライト,2137,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$d,,WC男,E 一般照明 LED ダウンライト,2138,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$a,,WC男,E 一般照明 LED ダウンライト,2139,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$b,,WC男,E 一般照明 LED ダウンライト,2140,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$Y,,WC女,E 一般照明 LED ダウンライト,2141,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$Z,,WC女,E 一般照明 LED ダウンライト,2142,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$W,,WC女,E 一般照明 LED ダウンライト,2143,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$X,,給湯室,E 一般照明 LED ダウンライト,2144,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$U,7FL,階段室,E 非常照明 LED 蛍光灯 壁付,2145,,,,,,
3gsylVPln7f9fGGN09Fa$L,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2152,497 lx,,,,,
3gsylVPln7f9fGGN09Fa$I,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2153,497 lx,,,,,
3gsylVPln7f9fGGN09Fa$J,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2154,497 lx,,,,,
3gsylVPln7f9fGGN09Fa$G,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2155,497 lx,,,,,
3gsylVPln7f9fGGN09Fa$E,,廊下,E 非常照明 白熱灯,2156,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$F,,廊下,E 非常照明 白熱灯,2157,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$C,,廊下,E 非常照明 白熱灯,2158,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$D,,ELVホール,E 非常照明 白熱灯,2159,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$A,7FL,廊下,E 非常照明 避難口誘導灯,2160,,,,,,
3gsylVPln7f9fGGN09Fa$B,7FL,廊下,E 非常照明 避難口誘導灯,2161,,,,,,
3gsylVPln7f9fGGN09Fa$8,7FL,事務室,E 非常照明 避難口誘導灯,2162,,,,,,
3gsylVPln7f9fGGN09Fa$9,7FL,事務室,E 非常照明 避難口誘導灯,2163,,,,,,
3gsylVPln7f9fGGN09Fa$6,7FL,事務室,E 非常照明 避難口誘導灯,2164,,,,,,
3gsylVPln7f9fGGN09Fa$7,7FL,事務室,E 非常照明 避難口誘導灯,2165,,,,,,
3gsylVPln7f9fGGN09Fa$5,,廊下,E 一般照明 LED ダウンライト,2166,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$2,,廊下,E 一般照明 LED ダウンライト,2167,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$3,,廊下,E 一般照明 LED ダウンライト,2168,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$0,,廊下,E 一般照明 LED ダウンライト,2169,47 lx,,,,,
3gsylVPln7f9fGGN09Fa$1,,廊下,E 一般照明 LED ダウンライト,2170,47 lx,,,,,
3gsylVPln7f9fGGN09Fa__,,廊下,E 一般照明 LED ダウンライト,2171,47 lx,,,,,
3gsylVPln7f9fGGN09Fa_$,,廊下,E 一般照明 LED ダウンライト,2172,47 lx,,,,,
3gsylVPln7f9fGGN09Fa_y,,廊下,E 一般照明 LED ダウンライト,2173,47 lx,,,,,
3gsylVPln7f9fGGN09Fa_z,,廊下,E 一般照明 LED ダウンライト,2174,47 lx,,,,,
3gsylVPln7f9fGGN09Fa_w,,廊下,E 一般照明 LED ダウンライト,2175,47 lx,,,,,
3gsylVPln7f9fGGN09Fa_x,,廊下,E 一般照明 LED ダウンライト,2176,47 lx,,,,,
3gsylVPln7f9fGGN09Fa_u,,廊下,E 一般照明 LED ダウンライト,2177,47 lx,,,,,
3gsylVPln7f9fGGN09Fa_v,,廊下,E 一般照明 LED ダウンライト,2178,47 lx,,,,,
3gsylVPln7f9fGGN09Fa_s,,廊下,E 一般照明 LED ダウンライト,2179,47 lx,,,,,
3gsylVPln7f9fGGN09Fa_t,,廊下,E 一般照明 LED ダウンライト,2180,47 lx,,,,,
3gsylVPln7f9fGGN09Fa_p,,WC男,E 一般照明 LED ユニバーサルダウンライト,2182,497 lx,,,,,
3gsylVPln7f9fGGN09Fa_m,,WC男,E 一般照明 LED ユニバーサルダウンライト,2183,497 lx,,,,,
3gsylVPln7f9fGGN09Fa_n,,WC女,E 一般照明 LED ユニバーサルダウンライト,2184,497 lx,,,,,
3gsylVPln7f9fGGN09Fa_k,,WC女,E 一般照明 LED ユニバーサルダウンライト,2185,497 lx,,,,,
3gsylVPln7f9fGGN09Fa_i,,給湯室,E 一般照明 LEDキッチン棚下灯,2186,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F6O,,廊下2,E 一般照明 LED ダウンライト,2187,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6R,,廊下2,E 一般照明 LED ダウンライト,2188,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6Q,,廊下2,E 一般照明 LED ダウンライト,2189,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6T,,廊下2,E 一般照明 LED ダウンライト,2190,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6S,,HWC,E 一般照明 LED ダウンライト,2191,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6V,,HWC,E 一般照明 LED ダウンライト,2192,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6U,,廊下2,E 一般照明 LED ダウンライト,2193,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6H,,廊下2,E 一般照明 LED ダウンライト,2194,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6G,,廊下2,E 一般照明 LED ダウンライト,2195,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6J,,廊下2,E 一般照明 LED ダウンライト,2196,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6I,,廊下2,E 一般照明 LED ダウンライト,2197,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6L,,エントランス ホール,E 一般照明 LED ダウンライト,2198,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6K,,エントランス ホール,E 一般照明 LED ダウンライト,2199,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6N,,エントランス ホール,E 一般照明 LED ダウンライト,2200,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6M,,ELVホール,E 一般照明 LED ダウンライト,2201,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6f,,ELVホール,E 一般照明 LED ダウンライト,2202,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6e,,ELVホール,E 一般照明 LED ダウンライト,2203,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6h,,ELVホール,E 一般照明 LED ダウンライト,2204,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6g,,ELVホール,E 一般照明 LED ダウンライト,2205,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6j,,ELVホール,E 一般照明 LED ダウンライト,2206,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6i,,風除室,E 一般照明 LED ダウンライト,2207,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6l,,風除室,E 一般照明 LED ダウンライト,2208,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6k,,風除室,E 一般照明 LED ダウンライト,2209,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6X,,風除室,E 一般照明 LED ダウンライト,2210,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F6W,,駐車場,E 一般照明 埋込型LEDベースライト,2211,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F6Z,,駐車場,E 一般照明 埋込型LEDベースライト,2212,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F6Y,,駐車場,E 一般照明 埋込型LEDベースライト,2213,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F6b,,駐車場,E 一般照明 埋込型LEDベースライト,2214,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F6a,,駐車場,E 一般照明 埋込型LEDベースライト,2215,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F6d,,駐車場,E 一般照明 埋込型LEDベースライト,2216,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F6_,,駐車場,E 一般照明 埋込型LEDベースライト,2223,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F6n,,駐車場,E 一般照明 埋込型LEDベースライト,2224,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F6m,,駐車場,E 一般照明 埋込型LEDベースライト,2225,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F6p,,駐車場,E 一般照明 埋込型LEDベースライト,2226,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F6o,,駐車場,E 一般照明 埋込型LEDベースライト,2227,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F6r,,駐車場,E 一般照明 埋込型LEDベースライト,2228,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F6q,,廊下1,E 一般照明 LED ダウンライト,2229,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5A,,清掃 管理人 控室,E 一般照明 埋込型LEDベースライト,2234,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F5F,,倉庫,E 一般照明 埋込型LEDベースライト,2237,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F5E,,倉庫,E 一般照明 埋込型LEDベースライト,2238,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F51,,廊下2,E 非常照明 白熱灯,2239,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F50,,店舗,E 非常照明 白熱灯,2240,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F52,,店舗,E 非常照明 白熱灯,2241,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F55,,店舗,E 非常照明 白熱灯,2242,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F54,,店舗,E 非常照明 白熱灯,2243,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F57,,廊下1,E 非常照明 白熱灯,2244,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F56,,倉庫,E 非常照明 白熱灯,2245,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5O,,清掃 管理人 控室,E 非常照明 白熱灯,2247,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5R,,廊下2,E 非常照明 白熱灯,2248,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5Q,,ELVホール,E 非常照明 白熱灯,2249,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5T,,駐車場,E 非常照明 白熱灯,2250,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5S,,駐車場,E 非常照明 白熱灯,2251,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5V,,駐車場,E 非常照明 白熱灯,2252,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5H,,駐車場,E 一般照明 埋込型LEDベースライト,2254,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F5G,,駐車場,E 一般照明 埋込型LEDベースライト,2255,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F5J,,駐車場,E 一般照明 埋込型LEDベースライト,2256,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F5I,,風除室,E 非常照明 白熱灯,2257,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5L,,エントランス ホール,E 一般照明 LED ユニバーサルダウンライト,2258,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5K,,エントランス ホール,E 一般照明 LED ユニバーサルダウンライト,2259,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5N,,エントランス ホール,E 一般照明 LED ユニバーサルダウンライト,2260,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5M,,エントランス ホール,E 一般照明 LED ユニバーサルダウンライト,2261,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5f,,風除室,E 一般照明 LED ユニバーサルダウンライト,2262,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5e,,風除室,E 一般照明 LED ユニバーサルダウンライト,2263,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5h,,風除室,E 一般照明 LED ユニバーサルダウンライト,2264,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5g,,風除室,E 一般照明 LED ユニバーサルダウンライト,2265,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5j,,風除室,E 一般照明 LED ユニバーサルダウンライト,2266,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5i,,風除室,E 一般照明 LED ユニバーサルダウンライト,2267,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5l,,エントランス ホール,E 一般照明 LED ユニバーサルダウンライト,2268,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5k,,エントランス ホール,E 一般照明 LED ユニバーサルダウンライト,2269,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5X,,エントランス ホール,E 一般照明 LED ユニバーサルダウンライト,2270,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5W,,エントランス ホール,E 一般照明 LED ユニバーサルダウンライト,2271,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5Z,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2272,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5Y,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2273,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5b,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2274,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5a,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2275,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5v,,駐車場,E 非常照明 白熱灯,2277,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5u,,駐車場,E 非常照明 白熱灯,2278,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5x,1FL,階段室,E 非常照明 避難口誘導灯,2279,,,,,,
3x3_QK1Hn34h1hI00N9F5w,1FL,駐車場,E 非常照明 避難口誘導灯,2280,,,,,,
3x3_QK1Hn34h1hI00N9F5z,,ピロティ,E 一般照明 LED ダウンライト,2281,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5$,,ピロティ,E 一般照明 LED ダウンライト,2282,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5_,,ピロティ,E 一般照明 LED ダウンライト,2283,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5n,,ピロティ,E 一般照明 LED ダウンライト,2284,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5m,,ピロティ,E 一般照明 LED ダウンライト,2285,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5p,,ピロティ,E 一般照明 LED ダウンライト,2286,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5o,,ピロティ,E 一般照明 LED ダウンライト,2287,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5r,,ピロティ,E 一般照明 LED ダウンライト,2288,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5q,,ピロティ,E 一般照明 LED ダウンライト,2289,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5t,,ピロティ,E 一般照明 LED ダウンライト,2290,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5s,1FL,廊下2,E 非常照明 避難口誘導灯,2291,,,,,,
3x3_QK1Hn34h1hI00N9F49,1FL,廊下1,E 非常照明 避難口誘導灯,2292,,,,,,
3x3_QK1Hn34h1hI00N9F44,,管理人室,E 一般照明 LEDキッチン棚下灯,2304,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F4O,1FL,店舗,E 非常照明 避難口誘導灯,668,,,,,,
3x3_QK1Hn34h1hI00N9F4R,,ピロティ,E 一般照明 LED ダウンライト,669,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F4Q,,ピロティ,E 一般照明 LED ダウンライト,670,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F4T,,ピロティ,E 一般照明 LED ダウンライト,671,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F4S,,ピロティ,E 一般照明 LED ダウンライト,672,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F4V,1FL,廊下2,E 非常照明 通路誘導灯,673,,,,,,
3x3_QK1Hn34h1hI00N9F4U,1FL,エントランス ホール,E 非常照明 通路誘導灯,674,,,,,,
3x3_QK1Hn34h1hI00N9Dd1,,ELVホール,E 一般照明 蛍光灯 間接照明,2309,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Dd0,,ELVホール,E 一般照明 蛍光灯 間接照明,2310,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Dd3,,ELVホール,E 一般照明 蛍光灯 間接照明,2311,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Dd2,,ELVホール,E 一般照明 蛍光灯 間接照明,2312,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Dd5,,ELVホール,E 一般照明 蛍光灯 間接照明,2313,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdP,,ELVホール,E 一般照明 蛍光灯 間接照明,2314,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdO,,ELVホール,E 一般照明 蛍光灯 間接照明,2315,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdR,,ELVホール,E 一般照明 蛍光灯 間接照明,2316,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdQ,,ELVホール,E 一般照明 蛍光灯 間接照明,2317,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdT,,ELVホール,E 一般照明 蛍光灯 間接照明,2318,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdH,,ELVホール,E 一般照明 蛍光灯 間接照明,2319,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdG,,ELVホール,E 一般照明 蛍光灯 間接照明,2320,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdJ,,ELVホール,E 一般照明 蛍光灯 間接照明,2321,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdI,,ELVホール,E 一般照明 蛍光灯 間接照明,2322,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdL,,ELVホール,E 一般照明 蛍光灯 間接照明,2323,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddf,,ELVホール,E 一般照明 蛍光灯 間接照明,2324,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Dde,,ELVホール,E 一般照明 蛍光灯 間接照明,2325,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddh,,ELVホール,E 一般照明 蛍光灯 間接照明,2326,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddg,,ELVホール,E 一般照明 蛍光灯 間接照明,2327,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddj,,ELVホール,E 一般照明 蛍光灯 間接照明,2328,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdX,,ELVホール,E 一般照明 蛍光灯 間接照明,2329,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdW,,ELVホール,E 一般照明 蛍光灯 間接照明,2330,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdZ,,ELVホール,E 一般照明 蛍光灯 間接照明,2331,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdY,,ELVホール,E 一般照明 蛍光灯 間接照明,2332,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddb,,ELVホール,E 一般照明 蛍光灯 間接照明,2333,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddv,,ELVホール,E 一般照明 蛍光灯 間接照明,2334,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddu,,ELVホール,E 一般照明 蛍光灯 間接照明,2335,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddx,,ELVホール,E 一般照明 蛍光灯 間接照明,2336,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddw,,ELVホール,E 一般照明 蛍光灯 間接照明,2337,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddz,,ELVホール,E 一般照明 蛍光灯 間接照明,2338,529 lx,,,,,
